DurationMonth,CreditAmount,Age,ResidenceSince,StatusAccount,CreditHistory,Purpose,SavingsAccount,EmploymentSince,StatusAndSex,Guarantors,Property,InstallmentPlans,Housing,Job,Telephone,ForeignWorker,Customer,NCredits,NPeopleMain,InstallmentRate,index
12,3038,23,4.0,A11, A34, A43, A61, A74, A92, A101, A121, A143, A151, A173, A191, A201,1,2.0,1,3,702
48,7477,64,2.0,A14, A32, A43, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,703
7,1489,37,1.0,A11, A34, A43, A61, A73, A93, A102, A121, A141, A152, A172, A191, A201,1,1.0,1,2,704
12,564,28,2.0,A14, A32, A40, A61, A74, A93, A101, A123, A143, A151, A172, A191, A201,1,1.0,1,4,705
24,6499,33,1.0,A12, A32, A49, A61, A71, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,2,706
12,2310,42,1.0,A11, A32, A42, A61, A73, A93, A101, A121, A143, A152, A172, A192, A201,2,1.0,1,3,707
10,7986,19,2.0,A12, A32, A43, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,708
24,3567,23,3.0,A11, A32, A42, A61, A74, A93, A102, A122, A143, A152, A173, A191, A201,1,1.0,1,2,709
24,1515,33,2.0,A12, A31, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,1.0,1,1,710
6,2126,48,2.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,2,711
18,1225,41,2.0,A14, A34, A46, A64, A75, A93, A101, A124, A142, A152, A173, A192, A201,1,3.0,1,4,712
24,4414,23,4.0,A12, A32, A41, A65, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,1,713
18,864,46,4.0,A14, A32, A40, A61, A73, A94, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,4,714
15,376,30,2.0,A14, A32, A43, A61, A75, A93, A103, A123, A143, A152, A173, A191, A201,1,1.0,1,4,715
24,6522,46,1.0,A14, A31, A49, A61, A74, A92, A101, A121, A142, A152, A173, A191, A201,2,1.0,1,2,716
6,2228,39,4.0,A14, A34, A41, A61, A74, A93, A101, A123, A143, A152, A174, A192, A201,1,2.0,1,3,717
24,1394,32,3.0,A14, A32, A40, A61, A73, A94, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,718
4,1175,42,1.0,A14, A32, A43, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,719
48,11881,24,2.0,A14, A32, A43, A63, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,2,4,720
12,12209,30,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,1,721
54,3715,35,3.0,A12, A34, A40, A61, A74, A92, A101, A122, A141, A152, A172, A191, A201,1,2.0,1,2,722
30,1508,36,4.0,A14, A34, A46, A65, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,3.0,2,1,723
18,2722,33,2.0,A14, A34, A40, A61, A73, A93, A101, A122, A143, A152, A172, A191, A201,1,2.0,2,3,724
18,1035,22,2.0,A14, A32, A40, A62, A73, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,4,725
10,930,28,2.0,A12, A32, A40, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,726
24,4661,30,4.0,A11, A31, A46, A61, A71, A93, A101, A124, A141, A153, A174, A192, A201,1,1.0,1,2,727
24,1470,24,1.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,3,728
5,1314,35,2.0,A11, A32, A41, A61, A74, A93, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,3,729
18,3635,22,2.0,A14, A34, A40, A61, A73, A92, A101, A123, A143, A151, A173, A192, A201,2,2.0,1,2,730
48,9109,30,2.0,A12, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,2,731
12,7257,42,4.0,A12, A31, A46, A61, A75, A93, A101, A124, A142, A152, A173, A191, A201,2,1.0,1,4,732
24,773,36,4.0,A14, A34, A49, A61, A74, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,2,4,733
12,3192,22,4.0,A14, A34, A42, A65, A75, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,2,734
6,1061,62,4.0,A14, A34, A46, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,1,735
12,3207,61,4.0,A12, A32, A40, A65, A75, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,2,2,736
6,922,23,2.0,A14, A32, A42, A61, A72, A92, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,4,737
24,4163,49,4.0,A12, A32, A40, A61, A73, A92, A101, A122, A143, A152, A172, A192, A201,1,1.0,2,4,738
5,597,25,1.0,A11, A32, A46, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,739
6,898,23,2.0,A14, A34, A42, A61, A74, A92, A101, A123, A143, A151, A173, A192, A201,1,2.0,1,4,740
36,6346,24,4.0,A11, A32, A42, A61, A72, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,3,741
9,7274,26,2.0,A14, A32, A43, A61, A72, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,742
12,9987,55,4.0,A12, A32, A49, A61, A73, A93, A101, A122, A143, A152, A172, A192, A201,1,1.0,1,2,743
18,2727,23,2.0,A14, A34, A40, A64, A73, A93, A101, A121, A143, A152, A173, A191, A202,1,2.0,1,3,744
11,1140,22,4.0,A14, A32, A43, A61, A73, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,745
6,3497,25,1.0,A12, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,2,746
12,412,56,2.0,A14, A32, A42, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,747
10,1498,33,4.0,A12, A32, A49, A62, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,3,748
6,1349,23,4.0,A11, A34, A42, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,749
12,562,25,4.0,A14, A34, A43, A61, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,4,750
24,1451,32,4.0,A14, A34, A40, A65, A75, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,751
24,2677,39,2.0,A14, A32, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,752
24,4053,22,2.0,A12, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A192, A201,2,1.0,1,2,753
48,15104,36,4.0,A12, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,4,754
9,394,48,4.0,A11, A34, A40, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,755
5,456,23,4.0,A14, A34, A40, A61, A75, A92, A101, A123, A143, A151, A172, A191, A201,1,1.0,1,4,756
24,3224,27,1.0,A12, A32, A40, A61, A74, A93, A102, A122, A143, A152, A173, A192, A201,2,1.0,2,1,757
9,3470,25,2.0,A12, A32, A46, A65, A73, A92, A102, A121, A141, A152, A173, A192, A201,2,1.0,1,4,758
24,11018,23,2.0,A12, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,759
12,4543,35,4.0,A12, A31, A46, A61, A75, A92, A102, A124, A141, A153, A173, A191, A201,1,1.0,1,2,760
6,811,50,4.0,A14, A32, A43, A61, A73, A92, A103, A121, A143, A152, A173, A192, A201,1,1.0,1,3,761
36,2183,32,4.0,A14, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,762
12,709,47,2.0,A14, A34, A43, A61, A75, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,763
11,2293,38,4.0,A14, A32, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,764
6,932,54,4.0,A12, A32, A49, A61, A73, A93, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,3,765
6,1423,32,2.0,A12, A34, A40, A61, A71, A92, A101, A122, A143, A152, A174, A191, A201,1,2.0,1,1,766
24,1246,22,2.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,767
12,6307,26,2.0,A14, A31, A46, A61, A73, A93, A101, A124, A142, A153, A173, A192, A201,2,1.0,2,4,768
49,2582,24,2.0,A12, A34, A49, A61, A72, A92, A101, A121, A142, A152, A173, A191, A201,2,2.0,1,2,769
30,389,40,2.0,A12, A32, A40, A61, A73, A94, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,770
18,3122,34,2.0,A14, A31, A45, A64, A73, A93, A102, A122, A142, A152, A173, A191, A202,1,3.0,2,3,771
12,688,32,2.0,A14, A34, A43, A61, A75, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,2,772
36,735,58,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,773
4,756,61,4.0,A12, A32, A40, A61, A75, A93, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,2,774
24,1907,28,4.0,A14, A34, A46, A64, A75, A93, A101, A124, A142, A152, A173, A191, A201,2,3.0,1,2,775
24,9163,23,2.0,A11, A32, A42, A61, A72, A92, A101, A123, A143, A151, A173, A192, A201,1,2.0,1,4,776
12,2549,47,3.0,A11, A32, A43, A61, A74, A93, A103, A123, A143, A152, A172, A191, A201,1,2.0,2,4,777
15,971,46,3.0,A14, A34, A42, A61, A74, A93, A101, A122, A142, A152, A173, A192, A201,1,1.0,1,4,778
24,7200,29,2.0,A14, A34, A43, A61, A72, A92, A101, A123, A143, A152, A173, A192, A201,2,2.0,1,4,779
48,1796,30,4.0,A14, A32, A43, A65, A72, A94, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,780
48,14699,30,4.0,A12, A32, A43, A61, A72, A93, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,1,781
18,1457,21,2.0,A12, A32, A49, A65, A73, A93, A101, A121, A142, A152, A173, A191, A201,1,1.0,1,2,782
48,288,31,4.0,A12, A32, A43, A61, A74, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,4,783
15,2604,27,2.0,A14, A34, A40, A64, A73, A92, A102, A123, A142, A152, A173, A191, A201,2,2.0,1,2,784
6,5708,24,4.0,A11, A32, A49, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,785
24,6511,19,4.0,A11, A32, A43, A61, A72, A93, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,3,786
6,2109,24,2.0,A14, A32, A40, A61, A73, A92, A101, A121, A143, A151, A173, A191, A201,2,1.0,1,3,787
18,13344,41,4.0,A12, A32, A49, A61, A71, A93, A101, A123, A143, A152, A174, A192, A201,2,1.0,1,2,788
6,2049,31,4.0,A12, A32, A40, A61, A73, A93, A101, A122, A143, A151, A172, A191, A201,1,1.0,2,1,789
6,866,60,4.0,A14, A32, A40, A61, A71, A92, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,790
22,687,54,2.0,A14, A32, A40, A61, A75, A93, A101, A121, A143, A151, A173, A191, A201,1,1.0,2,1,791
15,1377,25,2.0,A14, A34, A43, A64, A73, A92, A102, A121, A142, A152, A173, A191, A201,1,2.0,1,4,792
7,2234,28,4.0,A11, A32, A42, A61, A73, A92, A101, A122, A143, A151, A172, A192, A201,1,1.0,1,4,793
24,1395,22,1.0,A12, A32, A43, A61, A74, A92, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,2,794
24,1517,26,2.0,A11, A34, A40, A61, A73, A92, A101, A123, A141, A152, A172, A191, A201,1,2.0,1,2,795
24,5351,40,2.0,A12, A32, A49, A62, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,796
24,851,35,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A141, A152, A173, A192, A201,1,3.0,2,4,797
12,644,25,3.0,A11, A34, A40, A61, A73, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,798
24,2426,22,4.0,A12, A34, A40, A61, A72, A92, A101, A121, A143, A151, A173, A191, A201,2,2.0,1,2,799
4,970,65,4.0,A14, A34, A46, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,2,800
24,1560,31,4.0,A12, A32, A43, A61, A72, A92, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,4,801
12,1609,28,4.0,A14, A32, A40, A62, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,802
6,1886,34,4.0,A14, A34, A40, A61, A71, A92, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,3,803
10,4370,22,2.0,A11, A32, A43, A61, A73, A92, A101, A122, A143, A151, A173, A192, A201,2,1.0,1,4,804
24,1905,53,4.0,A14, A32, A49, A61, A74, A93, A101, A123, A142, A152, A174, A192, A201,1,1.0,1,4,805
12,667,34,2.0,A14, A32, A40, A65, A72, A92, A103, A121, A143, A152, A172, A192, A201,1,1.0,1,1,806
21,3025,34,4.0,A14, A34, A45, A64, A73, A92, A101, A121, A142, A152, A172, A191, A201,1,2.0,1,2,807
48,2302,29,3.0,A12, A34, A40, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,808
12,1342,41,3.0,A11, A34, A40, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,809
24,9250,25,2.0,A12, A32, A42, A61, A73, A93, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,3,810
7,931,40,4.0,A12, A32, A46, A61, A71, A92, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,1,811
12,1518,30,4.0,A14, A34, A40, A64, A73, A94, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,812
12,1158,48,2.0,A11, A31, A46, A61, A73, A93, A101, A124, A143, A152, A173, A192, A201,2,1.0,1,4,813
18,3758,37,2.0,A14, A32, A49, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,814
6,663,37,1.0,A12, A32, A49, A61, A72, A94, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,3,815
10,1978,36,2.0,A12, A32, A43, A61, A73, A93, A103, A121, A143, A152, A171, A191, A202,1,1.0,1,1,816
9,403,26,2.0,A14, A34, A40, A61, A75, A93, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,4,817
39,2283,28,4.0,A14, A31, A46, A61, A73, A92, A101, A124, A143, A152, A173, A191, A201,2,1.0,1,4,818
6,684,53,3.0,A11, A32, A42, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,819
9,662,21,1.0,A14, A32, A43, A65, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,820
17,2869,42,2.0,A14, A32, A49, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,2,2,821
5,6710,24,1.0,A12, A34, A42, A61, A72, A92, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,2,822
24,5794,23,2.0,A14, A34, A43, A61, A74, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,1,823
60,5942,37,3.0,A11, A32, A40, A61, A72, A92, A101, A122, A143, A152, A172, A192, A201,1,1.0,1,4,824
5,866,36,4.0,A14, A32, A46, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,2,1,825
12,2347,26,4.0,A14, A34, A46, A64, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,826
6,661,64,4.0,A12, A32, A43, A65, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,2,827
12,2505,29,2.0,A11, A32, A42, A61, A73, A93, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,828
60,9127,25,4.0,A12, A32, A40, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,829
60,12872,49,4.0,A14, A32, A41, A65, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,830
48,2775,25,2.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,831
12,662,21,2.0,A14, A32, A42, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,2,832
24,1299,26,2.0,A11, A31, A46, A64, A73, A94, A102, A123, A142, A151, A173, A192, A201,2,1.0,1,4,833
30,740,26,2.0,A14, A32, A49, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,834
9,664,51,4.0,A12, A32, A43, A61, A73, A93, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,4,835
48,2310,26,2.0,A12, A32, A43, A61, A75, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,836
36,9456,20,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,3,837
12,2223,40,1.0,A14, A32, A49, A61, A72, A93, A101, A121, A142, A152, A173, A191, A201,1,2.0,1,3,838
5,289,48,4.0,A14, A32, A40, A61, A73, A92, A101, A121, A143, A152, A172, A191, A201,2,1.0,1,4,839
12,959,41,3.0,A11, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,840
6,1488,34,1.0,A14, A34, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,2,4,841
12,3064,50,4.0,A14, A32, A40, A62, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,842
47,9496,24,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A142, A152, A174, A192, A201,1,2.0,1,3,843
12,1888,30,4.0,A14, A34, A41, A64, A75, A92, A101, A123, A143, A151, A173, A192, A201,1,2.0,2,2,844
24,667,56,2.0,A11, A32, A40, A61, A73, A92, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,845
24,3547,48,2.0,A12, A32, A43, A61, A73, A93, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,2,846
36,2234,23,3.0,A11, A32, A46, A61, A74, A94, A102, A124, A143, A153, A173, A191, A201,1,1.0,1,4,847
12,770,48,4.0,A11, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,848
12,425,29,4.0,A14, A32, A43, A65, A75, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,849
24,1383,47,2.0,A11, A32, A46, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,850
6,1408,53,2.0,A12, A32, A42, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,2,851
60,2234,26,3.0,A11, A32, A43, A61, A74, A92, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,852
18,1251,38,4.0,A14, A34, A40, A65, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,4,853
7,1129,31,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,854
24,541,22,4.0,A12, A34, A43, A61, A74, A92, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,855
6,949,30,4.0,A14, A32, A43, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,4,856
10,660,33,4.0,A14, A32, A43, A61, A73, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,857
48,1233,37,2.0,A12, A32, A43, A61, A73, A94, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,4,858
24,4479,47,2.0,A12, A32, A42, A61, A74, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,4,859
13,3327,34,4.0,A12, A34, A46, A61, A74, A93, A101, A124, A143, A153, A173, A192, A201,2,3.0,1,3,860
15,2136,46,4.0,A14, A32, A40, A61, A72, A92, A101, A121, A143, A152, A172, A192, A201,1,1.0,1,3,861
21,2039,27,2.0,A12, A32, A43, A61, A73, A93, A103, A121, A143, A152, A173, A192, A201,1,1.0,1,1,862
10,2133,49,2.0,A14, A34, A40, A64, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,3,863
36,2076,26,2.0,A11, A32, A40, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,864
42,5453,26,2.0,A14, A34, A43, A61, A75, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,1,4,865
6,1166,35,4.0,A12, A32, A46, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,2,1.0,1,4,866
12,4216,23,4.0,A12, A32, A40, A65, A75, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,867
9,930,40,1.0,A11, A32, A46, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,868
12,708,20,4.0,A14, A31, A46, A61, A75, A92, A101, A123, A141, A152, A173, A191, A201,2,1.0,1,4,869
36,2816,37,2.0,A14, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,870
24,1106,26,2.0,A14, A31, A49, A61, A73, A93, A101, A121, A142, A152, A173, A191, A201,2,1.0,1,3,871
12,4249,44,4.0,A12, A32, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,2,1.0,1,2,872
36,6465,28,4.0,A14, A34, A49, A64, A73, A92, A101, A121, A142, A152, A172, A191, A201,1,2.0,1,3,873
20,2596,32,2.0,A14, A32, A41, A61, A71, A93, A101, A123, A143, A152, A174, A191, A201,2,1.0,1,1,874
13,2250,29,4.0,A11, A32, A46, A61, A73, A93, A102, A122, A142, A152, A173, A192, A201,1,1.0,2,2,875
6,471,20,2.0,A11, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,876
10,2227,40,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,3,877
12,353,19,4.0,A11, A32, A40, A65, A73, A92, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,4,878
48,4577,38,4.0,A14, A32, A40, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,879
24,4068,29,3.0,A14, A33, A40, A64, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,880
9,3736,34,1.0,A12, A32, A49, A61, A71, A92, A102, A122, A143, A152, A171, A192, A201,2,1.0,1,1,881
6,1649,40,2.0,A14, A32, A42, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,882
12,2976,28,4.0,A11, A32, A41, A65, A75, A93, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,1,883
18,640,34,4.0,A14, A32, A43, A65, A72, A92, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,884
10,736,37,4.0,A14, A32, A43, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,4,885
24,1859,20,4.0,A11, A32, A43, A65, A74, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,2,4,886
12,931,21,1.0,A14, A32, A43, A61, A72, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,887
18,4106,23,2.0,A12, A33, A49, A61, A74, A93, A101, A123, A142, A152, A173, A191, A201,2,2.0,1,2,888
57,5370,19,2.0,A11, A32, A43, A61, A73, A93, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,889
8,3231,20,2.0,A11, A32, A43, A61, A73, A93, A101, A123, A143, A151, A173, A191, A201,1,2.0,1,4,890
12,686,30,3.0,A11, A34, A42, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,2,891
18,422,30,2.0,A12, A34, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,892
12,1410,39,2.0,A11, A32, A40, A61, A72, A93, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,4,893
24,3448,38,4.0,A12, A31, A46, A61, A75, A93, A101, A124, A142, A153, A173, A192, A201,2,3.0,2,4,894
6,966,23,2.0,A12, A34, A40, A65, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,895
6,859,19,2.0,A14, A32, A42, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,2,896
40,7168,25,2.0,A12, A33, A49, A61, A74, A93, A101, A121, A142, A152, A173, A192, A201,1,2.0,1,4,897
15,1150,29,2.0,A12, A32, A49, A65, A74, A92, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,4,898
12,2242,24,2.0,A14, A34, A46, A64, A72, A93, A101, A121, A142, A152, A173, A191, A201,1,2.0,1,1,899
10,947,61,4.0,A11, A34, A41, A61, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,2.0,2,3,900
60,15747,52,2.0,A14, A32, A43, A65, A75, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,901
10,9138,28,1.0,A11, A32, A42, A61, A72, A92, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,3,902
6,1277,47,3.0,A11, A32, A43, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,903
15,1285,33,3.0,A11, A32, A46, A61, A74, A92, A101, A121, A143, A152, A172, A191, A201,2,1.0,1,4,904
11,3034,28,2.0,A14, A33, A45, A61, A73, A93, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,2,905
24,946,59,4.0,A14, A32, A42, A61, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,2,4,906
45,2381,25,4.0,A12, A34, A40, A61, A72, A94, A101, A123, A143, A151, A172, A192, A201,1,1.0,1,4,907
12,3570,32,4.0,A12, A34, A46, A61, A75, A93, A101, A124, A143, A152, A174, A192, A201,1,1.0,1,4,908
9,550,53,4.0,A11, A32, A46, A63, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,909
15,6366,30,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,2,1,910
6,2755,41,2.0,A11, A32, A42, A61, A71, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,1,911
15,2119,35,2.0,A14, A34, A46, A64, A72, A92, A101, A122, A143, A152, A173, A192, A201,2,2.0,1,4,912
24,2893,38,2.0,A11, A34, A43, A61, A72, A93, A102, A122, A143, A152, A171, A191, A201,1,2.0,1,1,913
24,754,22,2.0,A11, A32, A40, A61, A73, A94, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,4,914
9,2203,28,1.0,A12, A34, A40, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,1,915
12,1544,54,4.0,A14, A32, A43, A65, A75, A93, A101, A121, A143, A152, A172, A192, A201,1,2.0,1,4,916
36,1375,23,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,917
18,1178,22,1.0,A14, A32, A42, A65, A72, A92, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,4,918
12,3631,35,4.0,A12, A34, A43, A61, A74, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,3,919
48,1770,23,4.0,A12, A32, A43, A61, A72, A92, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,920
45,1258,20,4.0,A12, A31, A46, A61, A75, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,4,921
15,741,25,2.0,A11, A34, A42, A61, A73, A94, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,922
24,708,25,1.0,A14, A32, A42, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,923
30,1282,24,4.0,A14, A34, A43, A65, A75, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,4,924
12,1635,30,2.0,A13, A32, A40, A63, A71, A93, A102, A122, A141, A152, A171, A191, A202,1,1.0,1,1,925
